0,5,1,1,NALCS
0,6,1,1,NALCS
0,7,1,1,NALCS
0,8,1,1,NALCS
0,9,1,1,NALCS
1,14,1,1,LCK
1,15,1,1,LCK
1,16,1,1,LCK
1,8,1,1,LCK
1,17,1,1,LCK
2,10,1,1,LCK
2,1,1,1,LCK
2,19,1,1,LCK
2,20,1,1,LCK
2,21,1,1,LCK
3,10,1,1,LCK
3,22,1,1,LCK
3,19,1,1,LCK
3,8,1,1,LCK
3,23,1,1,LCK
4,5,1,1,LCK
4,22,1,1,LCK
4,16,1,1,LCK
4,12,1,1,LCK
4,17,1,1,LCK
5,5,1,1,LCK
5,18,1,1,LCK
5,16,1,1,LCK
5,12,1,1,LCK
5,13,1,1,LCK
6,28,1,1,LCK
6,18,1,1,LCK
6,29,1,1,LCK
6,30,1,1,LCK
6,31,1,1,LCK
7,35,1,1,LCK
7,33,1,1,LCK
7,26,1,1,LCK
7,36,1,1,LCK
7,19,1,1,LCK
8,1,1,1,LCK
8,22,1,1,LCK
8,7,1,1,LCK
8,12,1,1,LCK
8,19,1,1,LCK
9,0,1,1,NACS
9,10,1,1,NACS
9,16,1,1,NACS
9,37,1,1,NACS
9,21,1,1,NACS
10,41,1,1,LCK
10,1,1,1,LCK
10,29,1,1,LCK
10,8,1,1,LCK
10,17,1,1,LCK
11,42,1,1,LCK
11,22,1,1,LCK
11,7,1,1,LCK
11,8,1,1,LCK
11,17,1,1,LCK
12,0,1,1,NACS
12,22,1,1,NACS
12,26,1,1,NACS
12,30,1,1,NACS
12,43,1,1,NACS
13,1,1,1,EULCS
13,11,1,1,EULCS
13,47,1,1,EULCS
13,30,1,1,EULCS
13,13,1,1,EULCS
14,32,1,1,EULCS
14,11,1,1,EULCS
14,16,1,1,EULCS
14,8,1,1,EULCS
14,13,1,1,EULCS
15,44,1,1,LCK
15,22,1,1,LCK
15,50,1,1,LCK
15,8,1,1,LCK
15,17,1,1,LCK
16,41,1,1,TCL
16,18,1,1,TCL
16,7,1,1,TCL
16,30,1,1,TCL
16,21,1,1,TCL
17,53,1,1,LCK
17,18,1,1,LCK
17,54,1,1,LCK
17,39,1,1,LCK
17,13,1,1,LCK
18,32,1,1,LCK
18,56,1,1,LCK
18,46,1,1,LCK
18,37,1,1,LCK
18,13,1,1,LCK
19,10,1,1,LCK
19,18,1,1,LCK
19,26,1,1,LCK
19,30,1,1,LCK
19,43,1,1,LCK
20,14,1,1,LCK
20,11,1,1,LCK
20,26,1,1,LCK
20,20,1,1,LCK
20,57,1,1,LCK
21,26,1,1,EULCS
21,22,1,1,EULCS
21,7,1,1,EULCS
21,60,1,1,EULCS
21,13,1,1,EULCS
22,28,1,1,EULCS
22,22,1,1,EULCS
22,16,1,1,EULCS
22,60,1,1,EULCS
22,13,1,1,EULCS
23,26,1,1,EULCS
23,22,1,1,EULCS
23,29,1,1,EULCS
23,20,1,1,EULCS
23,57,1,1,EULCS
24,26,1,1,EULCS
24,52,1,1,EULCS
24,16,1,1,EULCS
24,63,1,1,EULCS
24,13,1,1,EULCS
25,26,1,1,EULCS
25,52,1,1,EULCS
25,27,1,1,EULCS
25,37,1,1,EULCS
25,19,1,1,EULCS
26,28,1,1,EULCS
26,1,1,1,EULCS
26,29,1,1,EULCS
26,30,1,1,EULCS
26,43,1,1,EULCS
27,26,1,1,EULCS
27,56,1,1,EULCS
27,24,1,1,EULCS
27,30,1,1,EULCS
27,13,1,1,EULCS
28,26,1,1,NALCS
28,33,1,1,NALCS
28,16,1,1,NALCS
28,8,1,1,NALCS
28,4,1,1,NALCS
29,44,1,1,NALCS
29,1,1,1,NALCS
29,16,1,1,NALCS
29,20,1,1,NALCS
29,57,1,1,NALCS
30,1,1,1,NALCS
30,18,1,1,NALCS
30,64,1,1,NALCS
30,30,1,1,NALCS
30,23,1,1,NALCS
31,28,1,1,NALCS
31,52,1,1,NALCS
31,61,1,1,NALCS
31,8,1,1,NALCS
31,19,1,1,NALCS
32,44,1,1,NALCS
32,22,1,1,NALCS
32,61,1,1,NALCS
32,8,1,1,NALCS
32,23,1,1,NALCS
33,28,1,1,NALCS
33,1,1,1,NALCS
33,16,1,1,NALCS
33,30,1,1,NALCS
33,19,1,1,NALCS
34,42,1,1,LMS
34,56,1,1,LMS
34,2,1,1,LMS
34,12,1,1,LMS
34,17,1,1,LMS
35,42,1,1,LMS
35,18,1,1,LMS
35,2,1,1,LMS
35,12,1,1,LMS
35,19,1,1,LMS
36,5,1,1,LMS
36,52,1,1,LMS
36,29,1,1,LMS
36,12,1,1,LMS
36,43,1,1,LMS
37,10,1,1,LMS
37,1,1,1,LMS
37,29,1,1,LMS
37,20,1,1,LMS
37,43,1,1,LMS
38,10,1,1,LMS
38,15,1,1,LMS
38,7,1,1,LMS
38,30,1,1,LMS
38,43,1,1,LMS
39,5,1,1,LCK
39,22,1,1,LCK
39,26,1,1,LCK
39,12,1,1,LCK
39,19,1,1,LCK
40,14,1,1,EUCS
40,55,1,1,EUCS
40,26,1,1,EUCS
40,30,1,1,EUCS
40,43,1,1,EUCS
41,5,1,1,LCK
41,22,1,1,LCK
41,16,1,1,LCK
41,12,1,1,LCK
41,13,1,1,LCK
42,53,1,1,LCK
42,1,1,1,LCK
42,26,1,1,LCK
42,8,1,1,LCK
42,17,1,1,LCK
43,5,1,1,LCK
43,11,1,1,LCK
43,29,1,1,LCK
43,20,1,1,LCK
43,21,1,1,LCK
44,42,1,1,LCK
44,1,1,1,LCK
44,29,1,1,LCK
44,8,1,1,LCK
44,19,1,1,LCK
45,1,1,1,LCK
45,52,1,1,LCK
45,19,1,1,LCK
45,12,1,1,LCK
45,17,1,1,LCK
46,1,1,1,EULCS
46,22,1,1,EULCS
46,49,1,1,EULCS
46,8,1,1,EULCS
46,17,1,1,EULCS
47,26,1,1,EULCS
47,22,1,1,EULCS
47,47,1,1,EULCS
47,49,1,1,EULCS
47,43,1,1,EULCS
48,5,1,1,EULCS
48,22,1,1,EULCS
48,29,1,1,EULCS
48,37,1,1,EULCS
48,41,1,1,EULCS
49,28,1,1,EULCS
49,15,1,1,EULCS
49,29,1,1,EULCS
49,37,1,1,EULCS
49,43,1,1,EULCS
50,28,1,1,NALCS
50,22,1,1,NALCS
50,61,1,1,NALCS
50,30,1,1,NALCS
50,23,1,1,NALCS
51,1,1,1,NALCS
51,15,1,1,NALCS
51,29,1,1,NALCS
51,30,1,1,NALCS
51,68,1,1,NALCS
52,1,1,1,NALCS
52,11,1,1,NALCS
52,24,1,1,NALCS
52,12,1,1,NALCS
52,31,1,1,NALCS
53,26,1,1,NALCS
